#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# File created on 2023-10-09 10:05:11 EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# U.S. Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# This file contains selected water-quality data for stations in the National Water Information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# System water-quality database.  Explanation of codes found in this file are followed by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# the retrieved data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The data you have secured from the USGS NWISWeb database may include data that have ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# not received Director's approval and as such are provisional and subject to revision. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# The data are released on the condition that neither the USGS nor the United States ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Government may be held liable for any damages resulting from its authorized or ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# unauthorized use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# To view additional data-quality attributes, output the results using these options:  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# one result per row, expanded attributes.  Additional precautions are at:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# https://help.waterdata.usgs.gov/tutorials/water-quality-data/help-using-the-water-quality-data-retrieval-system#Data_retrievals_precautions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  agency_cd                   - Agency Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  site_no                     - Station number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_dt                   - Begin date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_tm                   - Begin time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_end_dt               - End date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_end_tm               - End time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_start_time_datum_cd  - Time datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  tm_datum_rlbty_cd           - Time datum reliability code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  coll_ent_cd                 - Agency Collecting Sample Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  medium_cd                   - Medium code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  project_cd                  - Project code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  aqfr_cd                     - Geologic unit code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  tu_id                       - Taxonomic unit code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  body_part_id                - Body part code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  hyd_cond_cd                 - Hydrologic condition code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  samp_type_cd                - Sample type code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  hyd_event_cd                - Hydrologic event code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  sample_lab_cm_txt           - Message from lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00010                      - Remark code for P00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00010                      - Temperature, water, degrees Celsius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00300                      - Remark code for P00300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00300                      - Dissolved oxygen, water, unfiltered, milligrams per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00403                      - Remark code for P00403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00403                      - pH, water, unfiltered, laboratory, standard units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00410                      - Remark code for P00410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00410                      - Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00613                      - Remark code for P00613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00613                      - Nitrite, water, filtered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00615                      - Remark code for P00615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00615                      - Nitrite, water, unfiltered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00620                      - Remark code for P00620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00620                      - Nitrate, water, unfiltered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00630                      - Remark code for P00630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00630                      - Nitrate plus nitrite, water, unfiltered, milligrams per liter as nitrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R00900                      - Remark code for P00900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P00900                      - Hardness, water, milligrams per liter as calcium carbonate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01000                      - Remark code for P01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01000                      - Arsenic, water, filtered, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01001                      - Remark code for P01001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01001                      - Arsenic, suspended sediment, total, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01002                      - Remark code for P01002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01002                      - Arsenic, water, unfiltered, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R01055                      - Remark code for P01055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P01055                      - Manganese, water, unfiltered, recoverable, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R22703                      - Remark code for P22703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P22703                      - Uranium (natural), water, filtered, micrograms per liter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  R31501                      - Remark code for P31501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  P31501                      - Total coliforms, M-Endo MF method, immediate, water, colony forming units per 100 milliliters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of sample_start_time_datum_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# EST  - Eastern Standard Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# EDT  - Eastern Daylight Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of tm_datum_rlbty_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# K  - Known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# T  - Transferred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of coll_ent_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# MA-BCHDL  - Barnstable County Health Department, Mass.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# USGS  - U.S. Geological Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# USGS-GAL  - USGS-Atlanta Central Laboratory, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# USGS-WRD  - U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# USGSMAWC  - USGS - Massachusetts-Rhode Island Water Science Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# USGSNWQL  - USGS-National Water Quality Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of medium_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OA  - Artificial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ON  - Not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SC  - Core material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# WG  - Groundwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# WS  - Surface water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description of aqfr_cd:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 111ALVM  - Holocene Alluvium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 111FILL  - Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 111SWMP  - Swamp Deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# 112DFSF  - Drift, Stratified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413651070333802.00,5/2/1979,17:30,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,9,,,,,,20,,,<,0.01,,2.8,,2.8,,17,,,,,,,,,,,,
USGS,413651070333802.00,7/25/1979,11:35,,,EDT,T,,WG,,112OTSH,,,A,9,9,,,10,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413651070333802.00,8/27/1980,11:35,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10.3,,,,,,12,,,,0,,2.4,,2.4,,14,,,,,,,,10,,,,
USGS,413651070333802.00,7/25/1983,,,,EDT,T,USGS-WRD,WG,,112OTSH,,,9,9,9,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413651070333802.00,4/29/1988,13:45,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,9.9,,1.4,,6.4,,,<,0.01,,,,,,,,20,,,,,,,,,,,,
USGS,413654070331701.00,4/23/1979,12:45,,,EST,T,USGS-WRD,WG,,112SRFD,,,A,9,9,,,10,,,,,,15,,,<,0.01,,0.32,,0.32,,22,,,,,,,,,,,,
USGS,413654070331701.00,11/20/1979,14:48,,,EST,T,,WG,,112SRFD,,,A,9,9,,,9.5,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331701.00,8/29/1980,13:50,,,EDT,T,USGS-WRD,WG,,112SRFD,,,A,9,9,,,10.7,,,,,,16,,,,0,,0.4,,0.4,,26,,,,,,,,10,,,,
USGS,413654070331701.00,7/12/1983,,,,EDT,T,USGS-WRD,WG,,112SRFD,,,9,9,9,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331701.00,4/18/1988,15:00,,,EDT,T,USGS-WRD,WG,442506200,112SRFD,,,9,9,9,,,9.5,,0.3,,6.6,,,<,0.01,,,,,,,,53.5,,,,,,,,,,,,
USGS,413654070331701.00,6/29/1994,12:00,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,,,0.8,,6.4,,,<,0.01,,,,,,,,36.5,,,,,,,,,,,,
USGS,413654070331701.00,11/30/1999,10:45,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,8.9,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331702.00,4/19/1979,15:45,,,EST,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10,,,,,,15,,,<,0.01,,2.3,,2.3,,26,,,,,,,,,,,,
USGS,413654070331702.00,11/20/1979,14:36,,,EST,T,,WG,,112OTSH,,,A,9,9,,,9.5,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331702.00,8/27/1980,18:25,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,,,,,,,28,,,,0,,1.4,,1.4,,44,,,,,,,,20,,,,
USGS,413654070331702.00,7/12/1983,,,,EDT,T,USGS-WRD,WG,,112OTSH,,,9,9,9,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331702.00,4/18/1988,13:45,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,9.5,,0.3,,6.5,,,<,0.01,,,,,,,,29.6,,,,,,,,,,,,
USGS,413654070331702.00,6/29/1994,14:00,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,,,0.4,,6.2,,,<,0.01,,,,,,,,19.4,,,,,,,,,,,,
USGS,413654070331702.00,11/30/1999,11:45,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,8.8,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331703.00,4/19/1979,14:45,,,EST,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,9.5,,,,,,16,,,<,0.01,,2.3,,2.3,,24,,,,,,,,,,,,
USGS,413654070331703.00,11/20/1979,14:02,,,EST,T,,WG,,112OTSH,,,A,9,9,,,10,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331703.00,8/27/1980,17:55,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10.3,,,,,,16,,,,0.01,,2.5,,2.5,,45,,,,,,,,20,,,,
USGS,413654070331703.00,7/13/1983,,,,EDT,T,USGS-WRD,WG,,112OTSH,,,9,9,9,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331703.00,3/19/1984,15:15,,,EST,T,USGS-WRD,WG,,112OTSH,,,9,9,9,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331703.00,4/18/1988,12:30,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,9.5,,0.5,,6.1,,,<,0.01,,,,,,,,8.96,,,,,,,,,,,,
USGS,413654070331703.00,6/30/1994,11:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.4,,0.1,,6,,,<,0.01,,,,,,,,4.99,,,,,,,,,,,,
USGS,413654070331703.00,11/30/1999,12:45,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,9,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331704.00,4/19/1979,16:45,,,EST,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,9,,,,,,7,,,<,0.01,,0.1,,0.1,,11,,,,,,,,,,,,
USGS,413654070331704.00,11/20/1979,14:15,,,EST,T,,WG,,112OTSH,,,A,9,9,,,10,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331704.00,8/29/1980,14:20,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,,,,,,,0,,,,0,,0.35,,0.35,,10,,,,,,,,10,,,,
USGS,413654070331704.00,7/13/1983,,,,EDT,T,USGS-WRD,WG,,112OTSH,,,9,9,9,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331704.00,4/18/1988,11:45,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,10.1,,11.6,,5.8,,,<,0.01,,,,,,,,11.1,,,,,,,,,,,,
USGS,413654070331704.00,6/29/1994,10:00,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,,,,,5.8,,,<,0.01,,,,,,,,3.59,,,,,,,,,,,,
USGS,413654070331704.00,11/30/1999,13:15,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,8.6,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413654070331705.00,8/1/1989,15:00,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,,,,,,,,<,0.01,,,,,,,,,,,,,,,,,,,,
USGS,413654070331705.00,6/30/1994,13:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.4,,0.1,,6.1,,,<,0.01,,,,,,,,20.6,,,,,,,,,,,,
USGS,413654070331705.00,11/30/1999,14:45,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,9.8,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413655070330001.00,7/12/1978,16:00,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10,,,,,,,,,<,0.01,,1.4,,1.4,,,,,,,,,<,10,,,,
USGS,413655070330001.00,7/25/1979,14:30,,,EDT,T,,WG,,112OTSH,,,A,9,9,,,9.5,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413655070330001.00,8/26/1980,14:40,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10.6,,,,,,11,,,,0.01,,2.2,,2.2,,25,,,,,,,,20,,,,
USGS,413655070330001.00,7/23/1983,,,,EDT,T,USGS-WRD,WG,,112OTSH,,,9,9,9,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413655070330001.00,4/27/1988,16:15,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,10,,4.6,,6,,,<,0.01,,,,,,,,12.6,,,,,,,,,,,,
USGS,413658070332501.00,4/14/1988,13:15,,,EDT,T,USGS-WRD,WG,442506200,112OTSH,,,9,9,9,,,9.3,,0.2,,6.5,,,<,0.01,,,,,,,,21.8,,,,,,,,,,,,
USGS,413658070332501.00,10/13/1994,11:15,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,10,,0.1,,5.9,,,<,0.01,,,,,,,,35,,,,,,,,,,,,
USGS,413658070332501.00,12/2/1999,13:15,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413658070332502.00,4/14/1988,13:45,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.3,,0.2,,6.3,,,<,0.01,,,,,,,,35.9,,,,,,,,,,,,
USGS,413658070332502.00,10/13/1994,12:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,10.1,,0.1,,5.9,,,<,0.01,,,,,,,,21.8,,,,,,,,,,,,
USGS,413658070332502.00,12/2/1999,13:35,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.3,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413658070332503.00,4/14/1988,14:45,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.4,,5.4,,6.2,,,<,0.01,,,,,,,,6.96,,,,,,,,,,,,
USGS,413658070332503.00,10/13/1994,14:15,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,10,,,,5.5,,,<,0.01,,,,,,,,7.54,,,,,,,,,,,,
USGS,413658070332503.00,12/2/1999,14:15,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.4,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413658070332504.00,4/14/1988,15:13,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,10.4,,12.2,,5.9,,,<,0.01,,,,,,,,6.27,,,,,,,,,,,,
USGS,413658070332504.00,10/13/1994,15:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.9,,,,5,,,<,0.01,,,,,,,,6.96,,,,,,,,,,,,
USGS,413658070332504.00,12/2/1999,14:45,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.6,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413658070332505.00,4/14/1988,12:00,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.2,,0.7,,6.5,,,<,0.01,,,,,,,,26.9,,,,,,,,,,,,
USGS,413658070332505.00,10/13/1994,9:45,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.9,,0.1,,5.8,,,<,0.01,,,,,,,,30.7,,,,,,,,,,,,
USGS,413658070332505.00,12/2/1999,12:45,,,EST,T,USGS-WRD,WG,442606201,,,,9,9,9,,,9.8,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413701070333201.00,4/15/1988,10:00,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.7,,2,,6.7,,,<,0.01,,,,,,,,22.2,,,,,,,,,,,,
USGS,413701070333201.00,9/26/1994,14:45,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.1,,,,6.2,,,<,0.01,,,,,,,,22.7,,,,,,,,,,,,
USGS,413701070333201.00,12/14/1999,10:50,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,9.8,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413701070333202.00,4/15/1988,11:45,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.7,,12.6,,5.9,,,<,0.01,,,,,,,,9.04,,,,,,,,,,,,
USGS,413701070333202.00,9/26/1994,16:00,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,8.5,,,,5.2,,,<,0.01,,,,,,,,9.91,,,,,,,,,,,,
USGS,413701070333202.00,12/7/1999,15:15,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.6,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413701070333203.00,4/15/1988,10:45,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.7,,5.7,,6.3,,,<,0.01,,,,,,,,29.1,,,,,,,,,,,,
USGS,413701070333203.00,9/26/1994,17:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9,,0.7,,5.7,,,<,0.01,,,,,,,,44,,,,,,,,,,,,
USGS,413701070333203.00,12/7/1999,14:20,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.9,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413701070333204.00,4/15/1988,11:30,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.7,,4.8,,6,,,<,0.01,,,,,,,,22.5,,,,,,,,,,,,
USGS,413701070333204.00,9/27/1994,9:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.1,,,,5.5,,,<,0.01,,,,,,,,15.6,,,,,,,,,,,,
USGS,413701070333204.00,12/7/1999,14:45,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10.6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413701070333205.00,4/15/1988,9:15,,,EDT,T,USGS-WRD,WG,442506200,,,,9,9,9,,,9.7,,3.9,,6.6,,,<,0.01,,,,,,,,19.7,,,,,,,,,,,,
USGS,413701070333205.00,9/27/1994,10:30,,,EDT,T,USGS-WRD,WG,442506204,,,,9,9,9,,,9.2,,,,6.1,,,<,0.01,,,,,,,,27.9,,,,,,,,,,,,
USGS,413701070333205.00,12/14/1999,11:30,,,EST,T,USGS-WRD,WG,442506201,,,,9,9,9,,,10,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413702070300501.00,2/22/1990,12:15,,,EST,T,USGS-WRD,WG,442509300,,,,9,9,9,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
USGS,413703070330003.00,6/30/1978,9:30,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10.7,,,,,,,,,<,0.01,,0.63,,0.63,,,,,,,,,,20,,,,
USGS,413703070330003.00,8/31/1978,8:15,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10.2,,,,,,,,,<,0.01,,0.7,,0.7,,,,,,,,,,,,,,
USGS,413703070330003.00,1/24/1979,8:30,,,EST,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,9.5,,,,,,14,,,<,0.01,,0.7,,0.7,,29,,,,,,,,,,,,
USGS,413703070330003.00,7/25/1979,14:00,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,10,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413703070330003.00,3/27/1980,10:00,,,EST,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,413703070330003.00,9/3/1980,11:00,,,EDT,T,USGS-WRD,WG,,112OTSH,,,A,9,9,,,9.5,,,,,,10,,,,0,,3.3,,3.3,,18,,,,,,,,30,,,,
